nMC	Rp	Porb	Mp	ecc	inc	Omega	omega	theta	Abond	AgeomVIS	AgeomMIR	zodis	a	rp	ang_sep	ang_sep_max	Finc	f	Tp	nstar	Rs	Ms	Ts	dist	stype	ra	dec	lGal	bGal	
8	0.92829	5.16817	0.67450	0.00000	0.60414	3.25397	3.49498	5.73531	0.20352	0.41014	0.07518	0.70789	0.07064	0.07064	0.01369	0.01377	2312.36856	0.26534	1823.31541	142	1.86000	1.76000	7800.00000	5.12952	A	297.69583	8.86832	47.74413	-8.90919	
8	1.45475	25.26751	2.15490	0.00000	0.60414	4.30078	3.62875	4.82938	0.23762	0.46134	0.09724	0.70789	0.20348	0.20348	0.03507	0.03967	278.66927	0.12002	1062.59672	142	1.86000	1.76000	7800.00000	5.12952	A	297.69583	8.86832	47.74413	-8.90919	
8	2.59500	195.00741	8.83023	0.00000	0.60414	2.97010	2.20680	2.61027	0.06270	0.23341	0.04217	0.70789	0.79465	0.79465	0.12783	0.15492	18.27136	0.65308	566.19494	142	1.86000	1.76000	7800.00000	5.12952	A	297.69583	8.86832	47.74413	-8.90919	
8	0.56446	351.08781	0.13102	0.00000	0.60414	3.97244	3.88870	1.70625	0.30961	0.26699	0.04359	0.70789	1.17603	1.17603	0.21382	0.22927	8.34228	0.51967	431.16968	142	1.86000	1.76000	7800.00000	5.12952	A	297.69583	8.86832	47.74413	-8.90919	
9	1.62049	2.16830	7.02884	0.00000	1.79349	2.95831	2.34305	4.67670	0.05343	0.01117	0.07489	2.47185	0.03959	0.03959	0.00583	0.00772	7362.29435	0.06188	2542.99136	142	1.86000	1.76000	7800.00000	5.12952	A	297.69583	8.86832	47.74413	-8.90919	
9	1.10567	9.45965	1.42320	0.00000	1.79349	5.57818	2.74180	5.11703	0.11402	0.18886	0.01780	2.47185	0.10570	0.10570	0.00455	0.02061	1032.77530	0.00117	1530.77414	142	1.86000	1.76000	7800.00000	5.12952	A	297.69583	8.86832	47.74413	-8.90919	
9	0.54189	42.03309	0.11569	0.00000	1.79349	4.45584	4.50964	5.11543	0.12282	0.59372	0.04327	2.47185	0.28567	0.28567	0.05463	0.05569	141.37867	0.42135	928.80022	142	1.86000	1.76000	7800.00000	5.12952	A	297.69583	8.86832	47.74413	-8.90919	
9	1.64604	156.55072	3.85169	0.00000	1.79349	4.15464	4.07330	5.65763	0.59930	0.43525	0.02298	2.47185	0.68640	0.68640	0.12790	0.13381	24.48869	0.47914	492.60523	142	1.86000	1.76000	7800.00000	5.12952	A	297.69583	8.86832	47.74413	-8.90919	
0	0.50916	193.82204	0.08476	0.00000	1.30857	3.26782	1.25380	0.23080	0.06066	0.37165	0.06902	182.84845	0.84603	0.84603	0.08734	0.32082	36.07098	0.00221	671.50444	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
0	0.63391	314.87605	0.16122	0.00000	1.30857	4.28502	3.56842	5.71568	0.67626	0.17676	0.08302	182.84845	1.16917	1.16917	0.43928	0.44336	18.88756	0.25352	437.67100	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
0	2.72654	367.79606	3.77263	0.00000	1.30857	1.25883	2.24318	0.01385	0.37480	0.53019	0.00661	182.84845	1.29675	1.29675	0.32682	0.49174	15.35392	0.03865	489.90742	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
1	1.18063	69.95032	0.58334	0.00000	1.07841	1.20188	4.85479	4.18123	0.47097	0.40211	0.06838	0.47351	0.42885	0.42885	0.15329	0.16263	140.38127	0.16923	817.05293	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
2	0.57657	0.63739	0.10429	0.00000	0.36057	0.61924	4.30212	4.45920	0.45436	0.02095	0.09566	305.22568	0.01871	0.01871	0.00693	0.00709	73759.52055	0.21722	3942.16948	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
2	0.70474	11.16903	0.20254	0.00000	0.36057	0.80913	1.48317	0.93618	0.78861	0.56008	0.04486	305.22568	0.12622	0.12622	0.04654	0.04786	1620.59566	0.21039	1197.41826	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
2	0.97360	15.62343	1.10961	0.00000	0.36057	3.10951	4.05683	0.11203	0.52497	0.12636	0.06281	305.22568	0.15787	0.15787	0.05707	0.05987	1035.92174	0.48392	1310.88697	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
2	0.68480	196.78699	0.10215	0.00000	0.36057	2.27998	5.79683	1.75418	0.55931	0.19358	0.02250	305.22568	0.85464	0.85464	0.30516	0.32409	35.34817	0.16817	552.94117	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
2	2.90597	390.64215	7.79694	0.00000	0.36057	0.36138	6.08779	2.94777	0.46910	0.21304	0.08991	305.22568	1.34990	1.34990	0.50729	0.51190	14.16848	0.25423	460.93287	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
3	2.54107	3.73064	9.20424	0.00000	1.54296	1.48313	0.20945	2.07485	0.68061	0.11684	0.00410	0.93414	0.06076	0.06076	0.01509	0.02304	6992.80624	0.03668	1913.35516	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
3	2.88226	5.78892	9.39715	0.00000	1.54296	0.99184	3.33443	0.30864	0.36917	0.46176	0.05880	0.93414	0.08144	0.08144	0.02708	0.03088	3892.53341	0.59609	1959.25234	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
3	1.04063	16.14034	1.08683	0.00000	1.54296	2.40283	2.65767	2.23349	0.24127	0.05293	0.09913	0.93414	0.16133	0.16133	0.01101	0.06118	991.92461	0.98431	1457.78899	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
3	1.49839	75.15182	2.06734	0.00000	1.54296	0.72607	4.22663	3.67423	0.27965	0.50850	0.08766	0.93414	0.44986	0.44986	0.00929	0.17059	127.57810	0.00002	861.75569	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
3	1.17435	238.42567	5.95415	0.00000	1.54296	4.01972	1.13388	5.23314	0.44338	0.51747	0.00561	0.93414	0.97130	0.97130	0.36703	0.36833	27.36685	0.27757	549.85767	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
4	0.72261	394.30159	0.28817	0.00000	1.65626	2.76923	2.80860	0.53572	0.23767	0.38483	0.05063	21.91647	1.35832	1.35832	0.50462	0.51509	13.99343	0.42504	503.00285	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
4	1.85244	494.70460	3.33116	0.00000	1.65626	4.42623	0.87884	4.76961	0.14777	0.07379	0.04544	21.91647	1.58009	1.58009	0.48343	0.59918	10.34112	0.67108	479.55147	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
5	0.69331	2.64805	0.24923	0.00000	1.95132	4.22851	0.88608	5.16255	0.19834	0.20291	0.03089	0.00554	0.04835	0.04835	0.01790	0.01833	11044.04397	0.43365	2699.81351	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
5	1.55853	61.65038	4.01483	0.00000	1.95132	5.93817	5.08727	6.23351	0.28876	0.34002	0.01935	0.00554	0.39422	0.39422	0.07106	0.14949	166.12989	0.89239	917.63401	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
5	1.35487	250.49186	12.30552	0.00000	1.95132	3.20465	1.55947	5.70661	0.20102	0.46117	0.07355	0.00554	1.00380	1.00380	0.24168	0.38065	25.62343	0.03293	592.03391	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
6	1.37799	1.16808	2.39038	0.00000	1.57576	0.21100	0.02120	4.69687	0.58763	0.54017	0.02666	1.03762	0.02802	0.02802	0.00008	0.01062	32889.92959	0.99997	3003.58875	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
6	1.09001	1.65944	1.25666	0.00000	1.57576	4.68233	5.46591	0.09338	0.73192	0.24993	0.07298	1.03762	0.03541	0.03541	0.01006	0.01343	20594.20892	0.72225	2399.15266	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
7	0.65066	2.61342	0.13377	0.00000	1.59372	2.27406	5.02006	2.11042	0.76168	0.54119	0.06798	2.53439	0.04793	0.04793	0.01204	0.01817	11239.55035	0.03817	2002.31480	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
7	0.72926	3.34288	0.27646	0.00000	1.59372	1.87397	3.09257	0.62107	0.14813	0.17734	0.00630	2.53439	0.05648	0.05648	0.01801	0.02142	8094.70465	0.63679	2536.28165	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
7	0.64226	4.94610	0.23419	0.00000	1.59372	2.17973	1.58827	5.61100	0.21914	0.42183	0.01095	2.53439	0.07333	0.07333	0.01694	0.02781	4801.14237	0.02856	2177.87431	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
7	1.59582	23.14265	3.13020	0.00000	1.59372	5.15501	4.74789	1.86627	0.03927	0.09141	0.02875	2.53439	0.20514	0.20514	0.07357	0.07779	613.49536	0.17282	1371.37779	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
8	1.61746	361.72515	5.59494	0.00000	1.44612	2.95637	1.06546	2.31776	0.31243	0.22435	0.07890	0.05467	1.28244	1.28244	0.47241	0.48631	15.69846	0.44604	504.48394	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
9	1.72694	28.02335	2.70717	0.00000	1.34631	0.92362	3.20622	5.77717	0.01558	0.26458	0.00977	0.02195	0.23306	0.23306	0.08035	0.08838	475.33745	0.13810	1294.49360	143	2.00000	2.15000	9200.00000	2.63706	A	101.28716	-16.71612	227.23029	-8.89028	
0	2.41214	1.23920	4.01483	0.00000	2.69921	5.89726	0.54189	3.59946	0.71931	0.34273	0.09033	6.91554	0.02679	0.02679	0.00166	0.00178	13013.02697	0.51928	2163.74097	144	1.81000	1.67000	7500.00000	15.03759	A	319.64488	62.58557	100.99898	9.17193	
0	0.62820	21.99226	0.11569	0.00000	2.69921	0.73756	0.40552	4.50797	0.25176	0.38780	0.00599	6.91554	0.18227	0.18227	0.01100	0.01212	281.10883	0.55648	1059.94199	144	1.81000	1.67000	7500.00000	15.03759	A	319.64488	62.58557	100.99898	9.17193	
1	0.96726	48.40292	0.81293	0.00000	1.33809	4.20300	4.12328	6.02045	0.33718	0.03367	0.04074	6.48940	0.30841	0.30841	0.01574	0.02051	98.19114	0.70667	790.53419	144	1.81000	1.67000	7500.00000	15.03759	A	319.64488	62.58557	100.99898	9.17193	
1	0.81977	58.07883	1.71530	0.00000	1.33809	3.57480	6.15454	6.05389	0.74545	0.41431	0.02494	6.48940	0.34825	0.34825	0.02177	0.02316	77.00942	0.50744	585.64412	144	1.81000	1.67000	7500.00000	15.03759	A	319.64488	62.58557	100.99898	9.17193	
1	3.01503	138.29206	8.12718	0.00000	1.33809	2.89291	4.41050	1.22331	0.72864	0.26242	0.02919	6.48940	0.62098	0.62098	0.03339	0.04129	24.21984	0.66939	445.64041	144	1.81000	1.67000	7500.00000	15.03759	A	319.64488	62.58557	100.99898	9.17193	
2	2.03099	2.79596	2.59716	0.00000	1.09232	6.15035	1.04039	0.31349	0.09203	0.11724	0.09494	3.86710	0.04609	0.04609	0.00153	0.00306	4397.36419	0.01467	2212.43222	144	1.81000	1.67000	7500.00000	15.03759	A	319.64488	62.58557	100.99898	9.17193	
2	0.55464	133.92737	0.16460	0.00000	1.09232	2.20978	4.38303	1.19122	0.48302	0.31003	0.00655	3.86710	0.60784	0.60784	0.03299	0.04042	25.27795	0.66208	529.18470	144	1.81000	1.67000	7500.00000	15.03759	A	319.64488	62.58557	100.99898	9.17193	
2	2.87488	317.87335	6.88456	0.00000	1.09232	4.51832	5.73558	1.26245	0.16224	0.50647	0.07813	3.86710	1.08155	1.08155	0.05849	0.07192	7.98415	0.08296	447.60081	144	1.81000	1.67000	7500.00000	15.03759	A	319.64488	62.58557	100.99898	9.17193	
3	0.81006	79.38568	0.55964	0.00000	2.00454	3.98716	5.64077	5.22722	0.43891	0.21898	0.08363	0.47166	0.42891	0.42891	0.01243	0.02852	50.76661	0.90956	642.99269	144	1.81000	1.67000	7500.00000	15.03759	A	319.64488	62.58557	100.99898	9.17193	
4	0.57151	0.53835	0.20254	0.00000	0.80485	1.59126	2.01679	2.39060	0.67430	0.45498	0.04824	2.54673	0.01537	0.01537	0.00074	0.00102	39550.12217	0.74076	2965.14672	144	1.81000	1.67000	7500.00000	15.03759	A	319.64488	62.58557	100.99898	9.17193	
4	1.27680	8.11910	2.70717	0.00000	0.80485	3.85605	4.46628	2.21029	0.73259	0.25791	0.09812	2.54673	0.09380	0.09380	0.00600	0.00624	1061.42806	0.19240	1142.40441	144	1.81000	1.67000	7500.00000	15.03759	A	319.64488	62.58557	100.99898	9.17193	
4	1.64706	18.29599	2.34131	0.00000	0.80485	0.16491	6.04304	0.67445	0.79795	0.10211	0.01776	2.54673	0.16123	0.16123	0.01022	0.01072	359.27445	0.18143	812.40801	144	1.81000	1.67000	7500.00000	15.03759	A	319.64488	62.58557	100.99898	9.17193	
4	0.88886	82.00024	0.73284	0.00000	0.80485	5.14858	4.28562	3.95091	0.70037	0.59750	0.06455	2.54673	0.43828	0.43828	0.02167	0.02915	48.61991	0.05825	543.75619	144	1.81000	1.67000	7500.00000	15.03759	A	319.64488	62.58557	100.99898	9.17193	
4	0.74195	122.49130	0.31310	0.00000	0.80485	0.53978	4.27787	6.13238	0.56104	0.37505	0.01643	2.54673	0.57273	0.57273	0.03045	0.03809	28.47262	0.67807	523.31969	144	1.81000	1.67000	7500.00000	15.03759	A	319.64488	62.58557	100.99898	9.17193	
5	1.34241	10.05727	3.61933	0.00000	2.04230	4.55557	1.64852	1.03494	0.33098	0.04582	0.04694	4.03209	0.10819	0.10819	0.00661	0.00719	797.86199	0.14635	1337.81332	144	1.81000	1.67000	7500.00000	15.03759	A	319.64488	62.58557	100.99898	9.17193	
6	1.56836	41.61527	2.29325	0.00000	1.59359	1.17542	6.16405	0.81132	0.09464	0.45140	0.05753	185.32162	0.27885	0.27885	0.01428	0.01854	120.10582	0.06661	898.77239	144	1.81000	1.67000	7500.00000	15.03759	A	319.64488	62.58557	100.99898	9.17193	
7	0.71462	24.51479	0.17157	0.00000	2.91213	6.11718	4.60072	5.30635	0.71772	0.40455	0.08672	0.04142	0.19596	0.19596	0.01296	0.01303	243.21864	0.37283	801.16821	144	1.81000	1.67000	7500.00000	15.03759	A	319.64488	62.58557	100.99898	9.17193	
7	2.15594	86.22838	9.20424	0.00000	2.91213	3.23003	5.33130	2.06374	0.52339	0.49617	0.02104	0.04142	0.45322	0.45322	0.02951	0.03014	45.46746	0.22299	600.51076	144	1.81000	1.67000	7500.00000	15.03759	A	319.64488	62.58557	100.99898	9.17193	
7	0.51654	291.38309	0.10871	0.00000	2.91213	5.04396	5.45522	4.26946	0.13055	0.56242	0.04405	0.04142	1.02059	1.02059	0.06772	0.06787	8.96634	0.35263	465.06998	144	1.81000	1.67000	7500.00000	15.03759	A	319.64488	62.58557	100.99898	9.17193	
7	0.96556	343.49929	0.36203	0.00000	2.91213	4.01435	4.99779	0.80933	0.58093	0.08245	0.09297	0.04142	1.13892	1.13892	0.07533	0.07574	7.20001	0.37216	366.82396	144	1.81000	1.67000	7500.00000	15.03759	A	319.64488	62.58557	100.99898	9.17193	
8	1.05392	9.44472	0.76388	0.00000	1.50186	4.15190	0.27438	1.77688	0.26849	0.34056	0.00361	190.90442	0.10375	0.10375	0.00322	0.00690	867.59199	0.01182	1396.96969	144	1.81000	1.67000	7500.00000	15.03759	A	319.64488	62.58557	100.99898	9.17193	
8	0.51240	326.01382	0.09402	0.00000	1.50186	2.45530	6.00856	3.86945	0.75178	0.33980	0.08660	190.90442	1.09993	1.09993	0.06580	0.07315	7.71945	0.56761	327.46099	144	1.81000	1.67000	7500.00000	15.03759	A	319.64488	62.58557	100.99898	9.17193	
8	0.67931	380.85036	0.12312	0.00000	1.50186	3.50056	1.34887	2.16617	0.37929	0.01637	0.00597	190.90442	1.22005	1.22005	0.07557	0.08113	6.27425	0.52161	390.99144	144	1.81000	1.67000	7500.00000	15.03759	A	319.64488	62.58557	100.99898	9.17193	
9	3.84109	59.13969	26.50919	0.00000	2.04705	5.03896	2.42160	4.81484	0.34914	0.26818	0.01446	8.94545	0.35248	0.35248	0.01615	0.02344	75.17307	0.04401	736.10771	144	1.81000	1.67000	7500.00000	15.03759	A	319.64488	62.58557	100.99898	9.17193	
9	4.50876	223.51046	15.78324	0.00000	2.04705	5.77476	0.07848	2.74509	0.55507	0.47107	0.02078	8.94545	0.85521	0.85521	0.05463	0.05687	12.76940	0.19174	429.70313	144	1.81000	1.67000	7500.00000	15.03759	A	319.64488	62.58557	100.99898	9.17193	
0	1.63072	3.37787	4.45356	0.00000	1.64294	1.15641	2.92022	4.49110	0.68758	0.17618	0.06283	246.09700	0.04846	0.04846	0.00107	0.00248	1469.08875	0.00936	1288.24830	145	1.46000	1.33000	6510.00000	19.56182	F	124.63147	-76.91972	289.86004	-21.68132	
0	0.76930	10.93291	0.47407	0.00000	1.64294	2.10858	4.65380	2.96057	0.40227	0.37679	0.03940	246.09700	0.10603	0.10603	0.00134	0.00542	306.84834	0.00165	1024.26019	145	1.46000	1.33000	6510.00000	19.56182	F	124.63147	-76.91972	289.86004	-21.68132	
0	0.79614	174.44583	0.47407	0.00000	1.64294	5.19866	3.11845	2.70335	0.53775	0.26323	0.03264	246.09700	0.67199	0.67199	0.03078	0.03435	7.63878	0.57225	381.53065	145	1.46000	1.33000	6510.00000	19.56182	F	124.63147	-76.91972	289.86004	-21.68132	
1	2.33863	5.44038	5.59494	0.00000	1.18863	2.45420	1.94017	5.40791	0.66685	0.32472	0.00106	5.00121	0.06658	0.06658	0.00199	0.00340	778.15458	0.02477	1116.80813	145	1.46000	1.33000	6510.00000	19.56182	F	124.63147	-76.91972	289.86004	-21.68132	
1	0.50233	25.67391	0.16805	0.00000	1.18863	1.64440	2.14607	0.86196	0.03779	0.49365	0.00112	5.00121	0.18732	0.18732	0.00950	0.00958	98.30654	0.25896	867.99404	145	1.46000	1.33000	6510.00000	19.56182	F	124.63147	-76.91972	289.86004	-21.68132	
2	1.48923	78.71407	5.36760	0.00000	2.38305	4.62184	0.76877	1.85052	0.76391	0.48148	0.03178	7.92011	0.39533	0.39533	0.01898	0.02021	22.07167	0.16567	420.51593	145	1.46000	1.33000	6510.00000	19.56182	F	124.63147	-76.91972	289.86004	-21.68132	
2	1.89472	303.30739	8.64896	0.00000	2.38305	3.58673	3.88452	1.71401	0.52626	0.17417	0.01834	7.92011	0.97165	0.97165	0.04472	0.04967	3.65366	0.56644	319.24229	145	1.46000	1.33000	6510.00000	19.56182	F	124.63147	-76.91972	289.86004	-21.68132	
3	2.81148	4.30544	5.14948	0.00000	1.27060	3.55082	5.14227	3.56065	0.05621	0.33538	0.02202	269.47041	0.05696	0.05696	0.00226	0.00291	1063.03830	0.06853	1566.42512	145	1.46000	1.33000	6510.00000	19.56182	F	124.63147	-76.91972	289.86004	-21.68132	
3	2.07803	218.48559	5.59494	0.00000	1.27060	3.85476	0.47577	6.25527	0.55904	0.52209	0.07007	269.47041	0.78079	0.78079	0.03634	0.03991	5.65815	0.13912	349.80200	145	1.46000	1.33000	6510.00000	19.56182	F	124.63147	-76.91972	289.86004	-21.68132	
4	0.71083	83.94456	0.23419	0.00000	1.34444	3.48977	4.20367	0.47577	0.27382	0.18242	0.00046	134.14418	0.41265	0.41265	0.00478	0.02109	20.25730	0.97522	545.07990	145	1.46000	1.33000	6510.00000	19.56182	F	124.63147	-76.91972	289.86004	-21.68132	
5	0.51145	2.08496	0.07180	0.00000	1.26134	2.58035	3.32425	2.15170	0.28161	0.31655	0.03724	782.97183	0.03513	0.03513	0.00130	0.00180	2795.38406	0.74121	1863.18044	145	1.46000	1.33000	6510.00000	19.56182	F	124.63147	-76.91972	289.86004	-21.68132	
5	1.52514	4.67355	3.69518	0.00000	1.26134	0.30251	1.43609	2.01565	0.45306	0.02320	0.03254	782.97183	0.06017	0.06017	0.00294	0.00308	952.88976	0.47721	1329.84254	145	1.46000	1.33000	6510.00000	19.56182	F	124.63147	-76.91972	289.86004	-21.68132	
5	0.51689	296.50878	0.08131	0.00000	1.26134	3.49813	5.35968	4.15066	0.71552	0.48044	0.09721	782.97183	0.95708	0.95708	0.04876	0.04893	3.76578	0.36006	283.15936	145	1.46000	1.33000	6510.00000	19.56182	F	124.63147	-76.91972	289.86004	-21.68132	
5	0.50418	345.80426	0.11099	0.00000	1.26134	1.09389	5.25521	4.51590	0.53670	0.48720	0.07281	782.97183	1.06041	1.06041	0.05130	0.05421	3.06759	0.49676	303.89089	145	1.46000	1.33000	6510.00000	19.56182	F	124.63147	-76.91972	289.86004	-21.68132	
6	0.58378	226.60050	0.16122	0.00000	2.25227	1.10753	1.54310	2.33195	0.38211	0.22693	0.03691	1.70449	0.80001	0.80001	0.03493	0.04090	5.38961	0.62235	375.98574	145	1.46000	1.33000	6510.00000	19.56182	F	124.63147	-76.91972	289.86004	-21.68132	
6	1.24511	279.68442	1.30989	0.00000	2.25227	3.94629	1.63362	2.94914	0.44258	0.08679	0.04303	1.70449	0.92052	0.92052	0.03002	0.04706	4.07081	0.80360	341.60064	145	1.46000	1.33000	6510.00000	19.56182	F	124.63147	-76.91972	289.86004	-21.68132	
8	0.55161	34.05370	0.15467	0.00000	1.39412	0.72405	4.36241	1.49422	0.68474	0.07408	0.04651	140.71056	0.22613	0.22613	0.01056	0.01156	67.45579	0.54874	597.68873	145	1.46000	1.33000	6510.00000	19.56182	F	124.63147	-76.91972	289.86004	-21.68132	
8	1.11877	41.13057	2.02490	0.00000	1.39412	1.85662	4.71953	5.31899	0.66167	0.30087	0.07331	140.71056	0.25647	0.25647	0.01080	0.01311	52.44275	0.65448	571.23104	145	1.46000	1.33000	6510.00000	19.56182	F	124.63147	-76.91972	289.86004	-21.68132	
8	1.03814	57.44641	0.90176	0.00000	1.39412	0.54610	0.53380	1.53942	0.16017	0.37791	0.05750	140.71056	0.32045	0.32045	0.00828	0.01638	33.59086	0.01536	641.44195	145	1.46000	1.33000	6510.00000	19.56182	F	124.63147	-76.91972	289.86004	-21.68132	
8	1.73078	132.71996	3.61933	0.00000	1.39412	2.25879	1.69677	4.73779	0.66953	0.38289	0.05409	140.71056	0.56003	0.56003	0.02831	0.02863	10.99824	0.24760	384.29628	145	1.46000	1.33000	6510.00000	19.56182	F	124.63147	-76.91972	289.86004	-21.68132	
9	3.11031	3.38040	6.20634	0.00000	2.11137	3.37070	5.62853	0.91486	0.12122	0.13576	0.08739	0.27405	0.04848	0.04848	0.00242	0.00248	1467.62388	0.21579	1667.92693	145	1.46000	1.33000	6510.00000	19.56182	F	124.63147	-76.91972	289.86004	-21.68132	
9	3.08942	34.02998	13.93632	0.00000	2.11137	5.33550	0.93902	2.60969	0.02407	0.49191	0.02054	0.27405	0.22603	0.22603	0.01087	0.01155	67.51850	0.50659	792.98351	145	1.46000	1.33000	6510.00000	19.56182	F	124.63147	-76.91972	289.86004	-21.68132	
9	6.51907	226.30395	20.66809	0.00000	2.11137	5.57447	2.60355	4.62476	0.49608	0.43594	0.01243	0.27405	0.79931	0.79931	0.02938	0.04086	5.39903	0.05136	357.45550	145	1.46000	1.33000	6510.00000	19.56182	F	124.63147	-76.91972	289.86004	-21.68132	
9	5.54998	477.03339	30.02233	0.00000	2.11137	5.57210	1.23727	3.69855	0.02801	0.53179	0.00441	0.27405	1.31408	1.31408	0.03685	0.06718	1.99759	0.85618	328.54536	145	1.46000	1.33000	6510.00000	19.56182	F	124.63147	-76.91972	289.86004	-21.68132	
0	3.34031	0.76385	7.02884	0.00000	1.55597	1.03695	0.82949	5.34759	0.36691	0.45888	0.09897	4.37162	0.01799	0.01799	0.00100	0.00101	10663.33843	0.37304	2522.85873	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
0	1.03674	12.35149	0.95965	0.00000	1.55597	2.48753	5.81493	4.02339	0.48238	0.40012	0.09902	4.37162	0.11501	0.11501	0.00591	0.00645	260.78290	0.54527	948.69535	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
0	2.77724	311.45581	9.59409	0.00000	1.55597	5.60612	0.65803	0.54427	0.64483	0.50790	0.04713	4.37162	0.98898	0.98898	0.02000	0.05548	3.52676	0.00525	294.44602	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
1	1.34044	49.21150	5.95415	0.00000	2.34006	0.50972	6.15762	2.74342	0.74680	0.20359	0.04715	0.68823	0.28905	0.28905	0.01513	0.01622	41.28727	0.15944	500.46622	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
1	3.81328	481.72978	15.78324	0.00000	2.34006	2.54728	2.45462	5.09270	0.67976	0.01628	0.01299	0.68823	1.32269	1.32269	0.05407	0.07420	1.97167	0.05396	248.10157	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
2	1.12742	0.71819	1.25666	0.00000	0.56706	4.74428	0.69218	2.16528	0.09804	0.43015	0.06150	0.20023	0.01726	0.01726	0.00096	0.00097	11576.74718	0.24664	2813.50041	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
3	3.37437	73.41985	9.39715	0.00000	2.30328	5.99883	5.16097	4.26030	0.30998	0.23910	0.02323	101.18315	0.37740	0.37740	0.02117	0.02117	24.21886	0.31701	562.73896	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
4	2.29640	9.00515	8.29751	0.00000	1.93437	3.30026	2.58840	6.09364	0.51465	0.57187	0.05934	5.85144	0.09316	0.09316	0.00405	0.00523	397.42038	0.06828	1037.24199	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
4	0.51793	319.75436	0.12312	0.00000	1.93437	3.77525	1.40203	3.65351	0.37731	0.12158	0.08436	5.85144	1.00647	1.00647	0.02680	0.05646	3.40526	0.89267	335.86046	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
5	0.83912	1.43420	0.49415	0.00000	0.42041	1.95156	5.95134	5.25914	0.65212	0.03868	0.07492	0.62992	0.02737	0.02737	0.00141	0.00154	4603.56073	0.54334	1760.69145	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
5	0.67397	2.22826	0.21555	0.00000	0.42041	1.59706	2.50391	6.05076	0.46493	0.11295	0.09350	0.62992	0.03672	0.03672	0.00196	0.00206	2558.28818	0.17794	1692.95084	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
